/* DATA DESCRIPTION:
Citation:	Miller, Heinz; Schwager, Matthias (2000): Density of ice core ngt37C95.2 from the North Greenland Traverse. PANGAEA, https://doi.org/10.1594/PANGAEA.57798
81.704	855.7
81.705	847.9
81.706	844.7
81.707	843.6
81.708	843.5
81.709	842.3
81.710	842.5
81.711	836.1
81.712	837.4
81.713	835.8
81.714	835.4
81.715	834.2
81.716	833.3
81.717	834.9
81.718	831.8
81.719	831.0
81.720	830.4
81.721	836.3
81.722	843.8
81.723	851.3
81.724	856.9
81.725	862.5
81.726	861.4
81.727	866.2
81.728	865.3
81.729	865.2
81.730	864.6
81.731	862.6
81.732	862.6
81.733	863.2
81.734	861.7
81.735	862.8
81.736	865.8
81.737	865.6
81.738	867.0
81.739	864.7
81.740	863.3
81.741	861.1
81.742	860.8
81.743	861.0
81.744	862.2
81.745	861.2
81.746	860.4
81.747	861.4
81.748	861.7
81.749	859.0
81.750	861.8
81.751	860.7
81.752	859.9
81.753	862.0
81.754	859.6
81.755	861.8
81.756	858.9
81.757	859.4
81.758	858.9
81.759	859.6
81.760	858.7
81.761	860.3
81.762	860.3
81.763	860.8
81.764	860.4
81.765	860.4
81.766	858.5
81.767	862.5
81.768	861.8
81.769	861.6
81.770	861.6
81.771	861.9
81.772	862.2
81.773	862.2
81.774	861.7
81.775	863.6
81.776	862.3
81.777	861.7
81.778	861.8
81.779	860.6
81.780	862.1
81.781	863.0
81.782	862.9
81.783	865.1
81.784	863.1
81.785	861.6
81.786	864.1
81.787	860.6
81.788	860.3
81.789	859.3
81.790	860.4
81.791	857.6
81.792	858.7
81.793	858.7
81.794	857.0
81.795	862.3
81.796	860.7
81.797	858.8
81.798	859.7
81.799	861.0
81.800	856.3
81.801	856.7
81.802	859.0
81.803	854.7
81.804	853.2
81.805	854.7
81.806	857.3
81.807	857.3
81.808	857.5
81.809	857.9
81.810	857.3
81.811	856.5
81.812	856.7
81.813	855.5
81.814	854.4
81.815	860.5
81.816	859.2
81.817	859.5
81.818	860.2
81.819	861.0
81.820	861.2
81.821	860.5
81.822	857.9
81.823	857.0
81.824	855.4
81.825	853.0
81.826	853.1
81.827	854.3
81.828	858.6
81.829	860.2
81.830	859.7
81.831	859.1
81.832	857.4
81.833	862.1
81.834	859.5
81.835	860.1
81.836	861.5
81.837	855.9
81.838	850.5
81.839	847.3
81.840	850.0
81.841	851.8
81.842	854.1
81.843	853.0
81.844	850.0
81.845	852.2
81.846	853.6
81.847	852.5
81.848	852.4
81.849	852.1
81.850	852.1
81.851	847.2
81.852	848.5
81.853	847.2
81.854	848.7
81.855	852.9
81.856	852.4
81.857	853.7
81.858	850.7
81.859	850.9
81.860	852.5
81.861	851.6
81.862	850.4
81.863	851.4
81.864	848.9
81.865	852.0
81.866	846.9
81.867	848.7
81.868	846.8
81.869	846.9
81.870	847.6
81.871	845.1
81.872	842.8
81.873	842.3
81.874	844.2
81.875	842.2
81.876	844.0
81.877	845.9
81.878	842.0
81.879	844.1
81.880	846.5
81.881	846.8
81.882	846.1
81.883	847.5
81.884	849.6
81.885	846.7
81.886	844.5
81.887	844.9
81.888	841.9
81.889	845.4
81.890	848.0
81.891	845.8
81.892	849.1
81.893	851.6
81.894	851.5
81.895	854.2
81.896	854.0
81.897	852.3
81.898	848.2
81.899	849.1
81.900	848.7
81.901	848.2
81.902	845.7
81.903	842.4
81.904	843.2
81.905	845.1
81.906	844.7
81.907	844.0
81.908	845.0
81.909	844.1
81.910	846.0
81.911	843.8
81.912	843.0
81.913	842.5
81.914	843.6
81.915	843.6
81.916	842.2
81.917	844.4
81.918	845.8
81.919	842.0
81.920	841.4
81.921	840.2
81.922	842.5
81.923	843.0
81.924	842.3
81.925	839.5
81.926	841.7
81.927	842.0
81.928	838.6
81.929	840.3
81.930	837.6
81.931	835.9
81.932	836.4
81.933	837.0
81.934	834.5
81.935	833.3
81.936	832.7
81.937	831.0
81.938	830.4
81.939	831.1
81.940	830.8
81.941	831.1
81.942	828.9
81.943	830.5
81.944	830.0
81.945	830.7
81.946	831.3
81.947	827.5
81.948	829.4
81.949	828.3
81.950	826.1
81.951	828.3
81.952	827.8
81.953	827.9
81.954	829.1
81.955	829.8
81.956	827.8
81.957	829.0
81.958	828.9
81.959	828.4
81.960	830.8
81.961	835.8
81.962	840.0
81.963	845.4
81.964	849.1
81.965	853.6
81.966	855.8
81.967	856.7
81.968	856.3
81.969	854.9
81.970	858.7
81.971	857.6
81.972	860.5
81.973	865.0
81.974	865.9
81.975	868.1
81.976	867.9
81.977	866.0
81.978	862.5
81.979	864.2
81.980	866.9
81.981	866.9
81.982	862.9
81.983	859.3
81.984	860.2
81.985	856.2
81.986	856.2
82.008	861.7
82.009	858.5
82.010	860.2
82.011	857.4
82.012	858.1
82.013	857.1
82.014	855.9
82.015	858.0
82.016	860.2
82.017	859.4
82.018	857.8
82.019	857.8
82.020	858.8
82.021	858.6
82.022	858.0
82.023	856.3
82.024	856.9
82.025	858.4
82.026	859.2
82.027	861.5
82.028	854.1
82.029	858.3
82.030	859.1
82.031	861.7
82.032	857.5
82.033	860.0
82.034	854.9
82.035	858.8
82.036	856.6
82.037	851.9
82.038	855.2
82.039	853.1
82.040	853.7
82.041	853.6
82.042	855.6
82.043	854.2
82.044	857.8
82.045	859.3
82.046	856.5
82.047	856.6
82.048	856.7
82.049	853.6
82.050	855.3
82.051	858.1
82.052	856.1
82.053	857.2
82.054	854.7
82.055	856.7
82.056	856.6
82.057	854.3
82.058	855.9
82.059	857.6
82.060	856.6
82.061	852.1
82.062	851.1
82.063	845.6
82.064	847.7
82.065	846.5
82.066	846.3
82.067	845.1
82.068	845.9
82.069	848.4
82.070	844.8
82.071	846.3
82.072	849.6
82.073	851.2
82.074	851.7
82.075	845.9
82.076	848.4
82.077	850.5
82.078	851.0
82.079	849.0
82.080	847.8
82.081	846.2
82.082	847.4
82.083	849.4
82.084	851.9
82.085	855.6
82.086	853.4
82.087	850.9
82.088	848.7
82.089	847.8
82.090	847.2
82.091	845.3
82.092	845.4
82.093	846.0
82.094	848.1
82.095	847.8
82.096	848.8
82.097	848.3
82.098	848.5
82.099	851.0
82.100	848.9
82.101	850.4
82.102	851.2
82.103	846.8
82.104	847.3
82.105	847.2
82.106	845.7
82.107	846.5
82.108	848.5
82.109	848.3
82.110	850.4
82.111	847.2
82.112	847.8
82.113	847.8
82.114	848.8
82.115	851.5
82.116	850.8
82.117	852.5
82.118	858.4
82.119	859.2
82.120	854.4
82.121	848.5
82.122	845.6
82.123	843.9
82.124	844.7
82.125	845.4
82.126	843.5
82.127	848.2
82.128	850.2
82.129	852.3
82.130	848.0
82.131	847.3
82.132	846.4
82.133	845.7
82.134	842.8
82.135	839.6
82.136	835.5
82.137	834.0
82.138	835.8
82.139	835.5
82.140	833.9
82.141	834.9
82.142	832.1
82.143	830.1
82.144	829.6
82.145	827.1
82.146	825.7
82.147	826.2
82.148	826.9
82.149	827.3
82.150	827.9
82.151	827.6
82.152	829.8
82.153	836.3
82.154	846.3
82.155	852.5
82.156	857.7
82.157	862.8
82.158	864.2
82.159	862.2
82.160	864.5
82.161	864.0
82.162	862.9
82.163	864.9
82.164	860.1
82.165	861.5
82.166	865.1
82.167	863.0
82.168	866.3
82.169	863.9
82.170	864.5
82.171	863.7
82.172	861.0
82.173	864.1
82.174	864.7
82.175	866.8
82.176	868.6
82.177	865.1
82.178	864.4
82.179	863.4
82.180	864.1
82.181	862.8
82.182	862.2
82.183	860.8
82.184	861.8
82.185	862.6
82.186	859.8
82.187	859.5
82.188	858.0
82.189	858.5
82.190	861.9
82.191	861.4
82.192	863.1
82.193	865.2
82.194	866.5
82.195	865.1
82.196	860.7
82.197	863.3
82.198	863.2
82.199	864.6
82.200	863.2
82.201	861.6
82.202	857.7
82.203	856.8
82.204	857.7
82.205	855.6
82.206	854.9
82.234	851.4
82.235	853.5
82.236	851.5
82.237	851.5
82.238	851.8
82.239	851.1
82.240	851.2
82.241	853.9
82.242	852.5
82.243	854.6
82.244	851.6
82.245	851.3
82.246	851.6
82.247	850.6
82.248	850.4
82.249	848.0
82.250	849.5
82.251	846.8
82.252	845.7
82.253	839.1
82.254	837.8
82.255	835.1
82.256	835.9
82.257	836.5
82.258	839.5
82.259	841.3
82.260	840.7
82.261	838.6
82.262	838.8
82.263	842.0
82.264	840.1
82.265	839.0
82.266	839.0
82.267	836.4
82.268	839.8
82.269	838.1
82.270	839.0
82.271	838.4
82.272	838.5
82.273	839.5
82.274	841.0
82.275	843.1
82.276	840.8
82.277	844.5
82.278	843.1
82.279	848.0
82.280	848.8
82.281	850.8
82.282	851.2
82.283	856.4
82.284	855.9
82.285	854.6
82.286	853.6
82.287	853.2
82.288	852.0
82.289	849.7
82.290	850.4
82.291	854.6
82.292	851.4
82.293	851.4
82.294	850.2
82.295	849.6
82.296	846.3
82.297	843.1
82.298	843.5
82.299	844.6
82.300	848.2
82.301	846.5
82.302	844.5
82.303	844.4
82.304	842.8
82.305	843.6
82.306	840.3
82.307	843.0
82.308	843.1
82.309	847.3
82.310	847.9
82.311	849.3
82.312	847.7
82.313	850.8
82.314	852.8
82.315	849.4
82.316	852.5
82.317	853.2
82.318	848.9
82.319	845.3
82.320	844.2
82.321	840.4
82.322	836.4
82.323	832.7
82.324	828.0
82.325	828.3
82.326	829.4
82.327	829.6
82.328	828.6
82.329	831.3
82.330	839.7
82.331	850.8
82.332	856.4
82.333	864.3
82.334	863.9
82.335	864.9
82.336	865.9
82.337	865.6
82.338	862.7
82.339	865.4
82.340	865.9
82.341	867.1
82.342	866.6
82.343	864.7
82.344	864.2
82.345	862.9
82.346	864.9
82.347	863.8
82.348	865.3
82.349	864.7
82.350	867.0
82.351	872.1
82.352	875.1
82.353	872.3
82.354	870.3
82.355	872.6
82.356	867.7
82.357	864.2
82.358	864.0
82.359	859.2
82.360	861.0
82.361	859.1
82.362	863.5
82.363	861.4
82.364	856.8
82.365	862.0
82.366	861.6
82.367	861.7
82.368	865.3
82.369	859.3
82.370	860.6
82.371	861.6
82.372	864.3
82.373	863.6
82.374	863.2
82.375	863.8
82.376	863.6
82.377	863.2
82.378	864.2
82.379	863.8
82.380	863.9
82.381	865.4
82.382	857.8
82.383	859.0
82.384	860.0
82.385	854.7
82.386	852.7
82.387	852.5
82.388	855.5
82.389	855.6
82.390	856.7
82.391	855.9
82.392	856.7
82.393	855.8
82.394	854.5
82.395	856.6
82.396	857.3
82.397	857.4
82.398	856.9
82.399	853.9
82.400	854.3
82.401	852.6
82.402	851.5
82.403	853.0
82.404	854.8
82.405	853.8
82.406	853.6
82.407	855.9
82.408	856.9
82.409	856.8
82.410	856.8
82.411	856.2
82.412	855.5
82.413	855.0
82.414	855.7
82.415	855.3
82.416	856.7
82.417	857.6
82.418	853.6
82.419	856.9
82.420	851.3
82.421	853.9
82.422	851.9
82.423	851.3
82.424	851.3
82.425	851.6
82.426	853.1
82.427	853.9
82.428	854.2
82.429	855.3
82.430	853.0
82.431	854.0
82.432	855.5
82.433	854.1
82.434	854.4
82.435	857.2
82.436	851.2
82.437	854.9
82.438	852.1
82.439	852.6
82.440	851.3
82.441	852.7
82.442	855.7
82.443	852.8
82.444	853.0
82.445	850.5
82.446	849.5
82.447	847.6
82.448	852.6
82.449	852.6
82.450	852.2
82.451	848.5
82.452	850.7
82.453	854.4
82.454	853.8
82.455	856.3
82.456	853.2
82.457	853.6
82.458	852.8
82.459	855.7
82.460	860.7
82.461	860.5
82.462	861.4
82.463	864.9
82.464	862.6
82.465	859.8
82.466	859.8
82.467	856.0
82.468	860.2
82.469	857.4
82.470	859.3
82.471	863.9
82.472	861.6
82.473	860.8
82.474	859.2
82.475	857.0
82.476	862.6
82.477	862.5
82.478	857.7
82.479	860.8
82.480	862.9
82.481	860.5
82.482	863.3
82.483	864.0
82.484	865.1
82.485	866.6
82.486	872.5
82.487	867.9
82.488	866.3
82.489	866.8
82.490	865.6
82.491	863.6
82.492	866.6
82.493	868.4
82.494	869.7
82.495	866.4
82.496	867.3
82.497	864.2
82.498	865.1
82.499	864.0
82.500	870.6
82.501	867.1
82.502	867.0
82.503	869.9
82.504	866.9
82.505	868.4
82.506	869.6
82.507	870.4
82.508	870.3
82.509	868.4
82.510	864.9
82.511	864.9
82.512	865.9
82.513	863.6
82.514	866.1
82.515	870.3
82.516	869.3
82.517	867.5
82.518	865.7
82.519	866.1
82.520	867.1
82.521	866.7
82.522	865.1
82.523	866.4
82.524	865.5
82.525	869.1
82.526	866.4
82.527	863.0
82.528	864.9
82.529	867.2
82.530	866.4
82.531	868.4
82.532	862.4
82.533	868.3
82.534	872.2
82.535	868.4
82.536	866.5
82.537	860.0
82.538	858.0
82.539	856.0
82.540	855.0
82.541	853.8
82.542	855.8
82.543	857.5
82.544	857.1
82.545	853.4
82.546	856.2
82.547	857.2
82.548	858.9
82.549	859.0
82.550	857.1
82.551	858.3
82.552	855.2
82.553	853.7
82.554	853.2
82.555	854.2
82.556	851.2
82.557	852.6
82.558	852.8
82.559	853.0
82.560	853.7
82.561	854.9
82.562	852.3
82.563	852.0
82.564	856.4
82.565	856.8
82.566	859.1
82.567	857.8
82.568	857.1
82.569	856.8
82.570	860.3
82.571	858.3
82.572	860.1
82.573	860.2
82.574	854.9
82.575	854.1
82.576	856.3
82.577	853.9
82.578	858.7
82.579	859.4
82.580	856.5
82.581	861.2
82.582	860.2
82.583	858.7
82.584	856.0
82.585	855.3
82.586	855.1
82.587	856.6
82.588	855.9
82.589	857.7
82.590	857.8
82.591	853.2
82.592	856.1
82.593	857.7
82.594	859.2
82.595	854.8
82.596	857.1
82.597	855.4
82.598	853.3
82.599	854.8
82.600	853.9
82.601	854.7
82.602	856.8
82.603	858.0
82.604	858.1
82.605	859.0
82.606	861.4
82.607	861.3
82.608	860.0
82.609	860.4
82.610	858.9
82.611	859.5
82.612	859.1
82.613	859.7
82.614	858.8
82.615	858.3
82.616	855.2
82.617	856.2
82.618	857.2
82.619	857.3
82.620	857.5
82.621	857.0
82.622	852.8
82.623	853.7
82.624	853.1
82.625	851.4
82.626	849.7
82.627	849.3
82.628	850.2
82.629	852.5
82.630	855.0
82.631	859.4
82.632	858.2
82.633	861.1
82.634	858.3
82.635	860.2
82.636	856.2
82.637	851.0
82.638	847.0
82.639	845.4
82.640	843.6
82.641	840.6
82.642	840.0
82.643	838.7
82.644	838.6
82.645	841.1
82.646	842.4
82.647	841.7
82.648	840.4
82.649	839.2
82.650	840.8
82.651	837.7
82.652	839.4
82.653	842.2
82.654	844.2
82.655	852.1
82.656	853.7
82.657	852.5
82.658	855.2
82.659	853.8
82.660	855.8
82.661	859.4
82.662	860.2
82.663	861.7
82.664	864.7
82.665	866.9
82.666	862.5
82.667	861.9
82.668	865.4
82.669	865.4
82.670	865.6
82.671	865.7
82.672	866.5
82.673	865.8
82.674	865.7
82.675	867.6
82.676	861.6
82.677	863.3
82.678	864.8
82.679	865.5
82.680	866.6
82.681	870.6
82.682	867.0
82.683	866.5
82.684	863.9
82.685	863.0
82.686	864.2
82.687	864.7
82.688	859.5
82.689	860.7
82.690	863.4
82.691	867.2
82.692	868.4
82.693	869.7
82.694	868.0
82.695	867.3
82.696	868.9
82.697	866.3
82.698	865.0
82.699	868.2
82.700	867.5
82.701	866.3
82.702	863.8
82.703	860.7
82.704	863.7
82.705	866.5
82.706	865.4
82.707	863.9
82.708	862.4
82.709	862.5
82.710	864.6
82.711	863.5
82.712	863.5
82.713	862.7
82.714	860.7
82.715	862.7
82.716	864.6
82.717	865.7
82.718	862.7
82.719	861.6
82.720	860.1
82.721	862.1
82.722	861.2
82.723	864.2
82.724	862.5
82.725	862.1
82.726	864.6
82.727	860.9
82.728	863.2
82.729	864.4
82.730	862.2
82.731	865.4
82.732	865.4
82.733	863.7
82.734	863.0
82.735	865.2
82.736	866.8
82.737	869.0
82.738	867.2
82.739	867.4
82.740	867.8
82.741	866.8
82.742	867.3
82.743	866.3
82.744	867.6
82.745	865.1
82.746	869.5
82.747	864.7
82.748	866.6
82.749	867.4
82.750	863.3
82.751	861.7
82.752	860.9
82.753	862.1
82.754	861.8
82.755	865.8
82.756	864.2
82.757	864.0
82.758	866.6
82.759	863.6
82.760	863.9
82.761	865.0
82.762	861.4
82.763	860.1
82.764	863.0
82.765	861.8
82.766	863.8
82.767	864.2
82.768	863.1
82.769	861.6
82.770	858.8
82.771	859.8
82.772	856.8
82.773	855.7
82.774	855.0
82.775	856.1
82.776	853.5
82.777	853.3
82.778	854.5
82.779	852.6
82.780	851.1
82.781	851.3
82.782	850.0
82.783	852.3
82.784	847.1
82.785	845.9
82.786	852.1
82.787	852.3
82.788	850.5
82.789	851.6
82.790	851.6
82.791	850.0
82.792	847.2
82.793	849.4
82.794	850.6
82.795	852.7
82.796	850.1
82.797	856.5
82.798	853.3
82.799	855.0
82.800	855.6
82.801	852.4
82.802	856.0
82.803	856.1
82.804	858.8
82.805	860.7
82.806	858.0
82.807	854.3
82.808	854.2
82.809	852.0
82.810	856.1
82.811	853.7
82.812	854.0
82.813	852.7
82.814	854.3
82.815	857.9
82.816	853.8
82.817	855.8
82.818	855.8
82.819	856.7
82.820	856.2
82.821	853.8
82.822	852.1
82.823	846.0
82.824	845.0
82.825	838.4
82.826	837.2
82.827	833.8
82.828	834.9
82.829	830.0
82.830	830.8
82.831	828.5
82.832	829.7
82.833	830.0
82.834	828.5
82.835	831.8
82.836	833.8
82.837	838.0
82.838	836.6
82.839	836.1
82.840	841.1
82.841	842.4
82.842	840.0
82.843	843.6
82.844	846.6
82.845	846.0
82.846	843.3
82.847	845.3
82.848	846.8
82.849	849.3
82.850	853.1
82.851	852.3
82.852	854.1
82.853	858.3
82.854	859.0
82.855	858.3
82.856	862.2
82.857	863.2
82.858	864.6
82.859	865.3
82.860	865.2
82.861	865.7
82.862	863.6
82.863	862.5
82.864	866.5
82.865	865.0
82.866	868.9
82.867	866.4
82.868	867.1
82.869	863.5
82.870	864.4
82.871	868.3
82.872	865.3
82.873	863.2
82.874	864.6
82.875	865.1
82.876	861.1
82.877	863.1
82.878	866.4
82.879	863.1
82.880	862.9
82.881	866.1
82.882	864.0
82.883	864.8
82.884	865.0
82.885	862.1
82.886	863.2
82.887	860.6
82.888	859.4
82.889	861.4
82.890	859.6
82.891	860.9
82.892	863.2
82.893	862.3
82.894	861.6
82.895	859.4
82.896	859.3
82.897	863.5
82.898	861.3
82.899	863.4
82.900	860.2
82.901	858.8
82.902	857.3
82.903	859.8
82.904	861.4
82.905	861.2
82.906	861.2
82.907	859.1
82.908	860.5
82.909	863.3
82.910	865.3
82.911	863.1
82.912	863.2
82.913	861.6
82.914	863.1
82.915	862.1
82.916	860.6
82.917	857.8
82.918	860.5
82.919	861.3
82.920	860.3
82.921	861.3
82.922	861.0
82.923	860.7
82.924	861.1
82.925	865.0
82.926	864.0
82.927	862.9
82.928	861.4
82.929	861.6
82.930	864.0
82.931	860.6
82.932	863.8
82.933	864.4
82.934	861.0
82.935	862.8
82.936	861.6
82.937	864.2
82.938	862.5
82.939	862.9
82.940	860.6
82.941	860.0
82.942	858.0
82.943	855.1
82.944	855.0
82.945	852.2
82.946	855.6
82.947	853.4
82.948	855.2
82.949	852.3
82.950	853.7
82.951	855.9
82.952	852.0
82.953	851.8
82.954	853.8
82.955	851.7
82.956	857.8
82.957	855.0
82.958	855.2
82.959	858.8
82.960	858.1
82.961	855.6
82.962	855.0
82.963	855.3
82.964	852.6
82.965	853.2
82.966	852.7
82.967	856.0
82.968	855.1
82.969	854.3
82.970	854.5
82.971	851.8
82.972	854.6
82.973	854.0
82.974	852.2
82.975	853.8
82.976	854.2
82.977	854.0
82.978	853.3
82.979	851.3
82.980	851.5
82.981	852.4
82.982	850.9
82.983	851.0
83.015	865.2
83.016	864.7
83.017	865.7
83.018	868.1
83.019	872.0
83.020	870.2
83.021	871.2
83.022	869.5
83.023	868.1
83.024	869.6
83.025	869.2
83.026	869.3
83.027	865.8
83.028	869.7
83.029	866.2
83.030	865.0
83.031	864.1
83.032	865.2
83.033	861.3
83.034	864.7
83.035	866.8
83.036	865.7
83.037	866.0
83.038	868.6
83.039	868.8
83.040	870.4
83.041	870.6
83.042	864.0
83.043	866.3
83.044	863.9
83.045	866.1
83.046	865.8
83.047	863.0
83.048	864.2
83.049	862.2
83.050	857.4
83.051	858.1
83.052	858.1
83.053	856.1
83.054	859.4
83.055	856.7
83.056	857.5
83.057	860.0
83.058	859.6
83.059	862.1
83.060	859.9
83.061	859.0
83.062	859.3
83.063	862.6
83.064	859.1
83.065	860.7
83.066	858.7
83.067	858.1
83.068	857.5
83.069	858.0
83.070	860.8
83.071	859.5
83.072	859.2
83.073	858.8
83.074	855.9
83.075	859.4
83.076	858.3
83.077	859.1
83.078	858.6
83.079	858.8
83.080	860.8
83.081	858.8
83.082	856.9
83.083	855.5
83.084	856.8
83.085	857.8
83.086	860.3
83.087	857.6
83.088	859.7
83.089	854.6
83.090	857.8
83.091	854.2
83.092	861.1
83.093	860.6
83.094	858.7
83.095	857.9
83.096	858.2
83.097	856.2
83.098	855.4
83.099	854.0
83.100	856.2
83.101	857.0
83.102	856.1
83.103	857.7
83.104	859.6
83.105	859.1
83.106	858.3
83.107	857.2
83.108	854.9
83.109	856.4
83.110	856.9
83.111	857.1
83.112	852.6
83.113	852.4
83.114	856.3
83.115	854.2
83.116	855.1
83.117	856.7
83.118	857.8
83.119	856.2
83.120	857.0
83.121	859.9
83.122	857.0
83.123	854.9
83.124	854.1
83.125	854.1
83.126	859.5
83.127	859.4
83.128	859.4
83.129	858.6
83.130	857.6
83.131	857.0
83.132	855.7
83.133	853.6
83.134	856.3
83.135	854.8
83.136	855.4
83.137	856.8
83.138	858.8
83.139	857.2
83.140	855.8
83.141	854.8
83.142	855.9
83.143	858.2
83.144	855.3
83.145	855.4
83.146	856.6
83.147	857.6
83.148	858.0
83.149	857.5
83.150	860.1
83.151	860.3
83.152	858.7
83.153	861.2
83.154	858.8
83.155	857.2
83.156	855.9
83.157	856.0
83.158	857.5
83.159	849.1
83.160	852.6
83.161	850.1
83.162	848.4
83.163	843.8
83.164	843.4
83.165	842.0
83.166	843.4
83.167	841.7
83.168	844.8
83.169	843.7
83.170	848.4
83.171	850.6
83.172	851.6
83.173	856.2
83.174	852.4
83.175	852.2
83.176	853.7
83.177	854.3
83.178	853.8
83.179	855.7
83.180	854.3
83.181	856.5
83.182	858.2
83.183	856.5
83.184	852.1
83.185	855.6
83.186	856.7
83.187	851.4
83.188	853.5
83.189	854.2
83.190	855.7
83.191	853.9
83.192	855.2
83.193	854.1
83.194	855.0
83.195	854.2
83.196	856.5
83.197	853.0
83.198	852.3
83.199	853.6
83.200	850.2
83.201	854.3
83.202	853.2
83.203	851.9
83.204	849.9
83.205	853.2
83.206	852.5
83.207	849.2
83.208	849.5
83.209	850.3
83.210	852.2
83.211	851.3
83.212	853.0
83.213	852.8
83.214	852.9
83.215	849.0
83.216	844.8
83.217	846.5
83.218	844.9
83.219	849.9
83.220	851.4
83.221	852.8
83.222	854.4
83.223	854.8
83.224	856.6
83.225	856.6
83.226	856.0
83.227	853.4
83.228	851.5
83.229	850.8
83.230	848.5
83.231	846.6
83.232	846.3
83.233	846.1
83.234	848.8
83.235	844.4
83.236	843.4
83.237	843.6
83.238	846.2
83.239	846.3
83.240	848.8
83.241	848.0
83.242	848.9
83.243	852.0
83.244	847.0
83.245	848.9
83.246	847.6
83.247	848.2
83.248	845.5
83.249	843.5
83.250	849.5
83.251	851.1
83.252	850.3
83.253	852.6
83.254	850.3
83.255	848.5
83.256	846.0
83.257	844.7
83.258	842.7
83.259	842.1
83.260	845.6
83.261	845.0
83.262	843.6
83.263	844.9
83.264	846.0
83.265	843.5
83.266	841.9
83.267	842.1
83.268	845.4
83.269	840.8
83.270	842.5
83.271	843.3
83.272	839.3
83.273	837.4
83.274	836.5
83.275	833.2
83.276	833.9
83.277	832.7
83.278	834.8
83.279	836.3
83.280	833.4
83.281	832.0
83.282	833.7
83.283	836.7
83.284	836.0
83.285	833.0
83.286	834.1
83.287	834.1
83.288	834.8
83.289	836.8
83.290	834.1
83.291	834.7
83.292	834.7
83.293	834.2
83.294	833.3
83.295	835.8
83.296	835.8
83.297	841.8
83.298	844.3
83.299	848.2
83.300	849.4
83.301	846.5
83.302	842.6
83.303	839.6
83.304	838.6
83.305	834.4
83.306	835.0
83.307	834.0
83.308	832.7
83.309	829.9
83.310	830.8
83.311	832.0
83.312	835.7
83.313	839.9
83.314	840.2
83.315	844.8
83.316	846.8
83.317	850.2
83.318	855.2
83.319	856.4
83.320	856.4
83.321	859.0
83.322	859.0
83.323	862.8
83.324	860.4
83.325	861.6
83.326	859.0
83.327	859.0
83.328	857.1
83.329	858.3
83.330	858.8
83.331	860.6
83.332	864.1
83.333	865.5
83.334	866.4
83.335	865.2
83.336	863.0
83.337	867.4
83.338	869.5
83.339	867.0
83.340	866.3
83.341	864.3
83.342	862.8
83.343	863.5
83.344	863.9
83.345	863.6
83.346	865.5
83.347	869.7
83.348	867.6
83.349	865.1
83.350	869.1
83.351	869.4
83.352	867.7
83.353	866.2
83.354	866.4
83.355	864.6
83.356	863.6
83.357	862.2
83.358	865.7
83.359	865.0
83.360	864.1
83.361	862.7
83.362	865.4
83.363	864.1
83.364	864.9
83.365	867.5
83.366	864.3
83.367	864.2
83.368	866.6
83.369	867.0
83.370	861.0
83.371	861.8
83.372	857.6
83.373	859.3
83.374	858.1
83.375	858.2
83.376	855.3
83.377	853.6
83.378	854.1
83.379	852.7
83.380	853.1
83.381	853.7
83.382	854.8
83.383	851.8
83.384	853.1
83.385	856.2
83.386	855.6
83.387	853.0
83.388	853.2
83.389	851.5
83.390	854.8
83.391	853.6
83.392	854.0
83.393	851.3
83.394	853.8
83.395	852.8
83.396	852.4
83.397	851.3
83.398	849.5
83.399	855.1
83.400	854.5
83.401	857.1
83.402	855.5
83.403	858.0
83.404	858.4
83.405	856.3
83.406	854.2
83.407	852.6
83.408	854.7
83.409	853.3
83.410	851.9
83.411	851.7
83.412	851.4
83.413	854.2
83.414	849.7
83.415	855.0
83.416	855.9
83.417	854.9
83.418	852.6
83.419	851.0
83.420	854.6
83.421	856.9
83.422	858.1
83.423	859.1
83.424	858.2
83.425	856.0
83.426	858.9
83.427	859.6
83.428	862.6
83.429	859.8
83.430	858.7
83.431	858.3
83.432	859.2
83.433	860.3
83.434	859.2
83.435	862.2
83.436	862.2
83.437	859.3
83.438	859.7
83.439	860.3
83.440	861.7
83.441	861.4
83.442	861.6
83.443	861.1
83.444	861.4
83.445	864.5
83.446	859.9
83.447	864.2
83.448	869.8
83.449	878.7
83.450	885.5
83.451	889.9
83.452	891.4
83.453	890.5
83.454	893.7
83.455	894.7
83.456	893.6
83.457	890.6
83.458	889.8
83.459	891.5
83.460	888.9
83.461	883.7
83.462	877.8
83.463	871.1
83.464	862.8
83.465	862.1
83.466	858.5
83.467	857.0
83.468	859.6
83.469	856.5
83.470	853.9
83.471	857.3
83.472	854.8
83.473	856.1
83.474	855.6
83.475	854.2
83.476	851.2
83.477	851.4
83.478	852.4
83.479	850.8
83.480	850.3
83.481	848.5
83.482	847.2
83.483	848.2
83.484	846.4
83.485	846.5
83.486	848.0
83.487	846.8
83.488	846.0
83.489	844.9
83.490	850.1
83.491	852.2
83.492	854.3
83.493	854.8
83.494	854.4
83.495	854.6
83.496	855.2
83.497	850.6
83.498	847.3
83.499	849.9
83.500	850.7
83.501	850.8
83.502	855.7
83.503	854.9
83.504	855.5
83.505	855.8
83.506	855.3
83.507	856.1
83.508	857.4
83.509	857.5
83.510	852.9
83.511	851.0
83.512	849.1
83.513	849.1
83.514	848.4
83.515	844.6
83.516	845.9
83.517	842.5
83.518	844.9
83.519	851.4
